,Property,,,Chemical compositions,,,,,,,,,,,,,,,Processing actions,,,,,,,
Number,YS(Mpa),UTS(Mpa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ti(at%),Ta(at%),V(at%),Mn(at%),Cu(at%),Mo(at%),C(at%),V(at%),W(at%),Nb(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours
410,470,795,68.5,0,20,20,34,11,0,0,0,15,0,0,0,0,0,0,1473,70,298,0,1073,0.08333,298,0
411,430,768,67.4,0,20,20,34,11,0,0,0,15,0,0,0,0,0,0,1473,70,298,0,1073,0.16667,298,0
412,298,668,74.7,0,20,20,34,11,0,0,0,15,0,0,0,0,0,0,1473,70,298,0,1173,0.08333,298,0
413,1074,1331,8.2,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1323,91,298,0,0,0,298,0
414,253,1062,77,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1323,91,298,0,1173,1,298,0
415,1122,1382,8.6,0,19.814,19.814,19.814,19.814,0,0,0,19.814,0,0,0.93,0,0,0,1323,91,298,0,0,0,298,0
416,401,1147,64,0,19.814,19.814,19.814,19.814,0,0,0,19.814,0,0,0.93,0,0,0,1323,91,298,0,1173,1,298,0
417,1142,1563,6.6,0,19.724,19.724,19.724,19.724,0,0,0,19.724,0,0,1.38,0,0,0,1323,91,298,0,0,0,298,0
418,504,1100,47,0,19.724,19.724,19.724,19.724,0,0,0,19.724,0,0,1.38,0,0,0,1323,91,298,0,1173,1,298,0
419,1190,1616,4.9,0,19.632,19.632,19.632,19.632,0,0,0,19.632,0,0,1.84,0,0,0,1323,91,298,0,0,0,298,0
420,527,1132,42,0,19.632,19.632,19.632,19.632,0,0,0,19.632,0,0,1.84,0,0,0,1323,91,298,0,1173,1,298,0
421,1094,1205,9.6,4.76,23.81,23.81,23.81,23.81,0,0,0,0,0,0,0,0,0,0,1373,80,298,0,0,0,298,0
422,1439,1541,7.2,4.76,23.81,23.81,23.81,23.81,0,0,0,0,0,0,0,0,0,0,1373,80,298,0,823,0.25,298,0
423,1312,1404,6.9,4.76,23.81,23.81,23.81,23.81,0,0,0,0,0,0,0,0,0,0,1373,80,298,0,823,1,298,0
424,1443,1544,3.1,4.76,23.81,23.81,23.81,23.81,0,0,0,0,0,0,0,0,0,0,1373,80,298,0,823,25,298,0
425,199,495,55,0,33.33,0,33.34,33.33,0,0,0,0,0,0,0,0,0,0,0,70,298,0,1173,1,298,0
426,331,651,45,7.14,28.57,0,28.58,28.57,0,0,0,7.14,0,0,0,0,0,0,0,70,298,0,1173,1,298,0
427,810,976,27,12.5,25,0,25,25,0,0,0,12.5,0,0,0,0,0,0,0,70,298,0,1173,1,298,0
428,160,398,68,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,1423,1,298,0
429,940,1095,28.1,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,1173,0.5,298,0
430,840,1048,34,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,893,50,298,0
431,1850,1862,4.5,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,823,24,298,0
432,383,634,46.8,0,33.33,0,0,33.34,0,0,33.33,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
433,787,1245,43.4,0,33.33,0,0,33.34,0,0,33.33,0,0,0,0,0,0,0,1373,66,298,0,1173,1,298,0
434,491,813,46.1,3,32.33,0,0,32.34,0,0,32.33,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
435,1426,1750,1.4,3,32.33,0,0,32.34,0,0,32.33,0,0,0,0,0,0,0,1373,66,298,0,973,1,298,0
436,783,1277,42.6,3,32.33,0,0,32.34,0,0,32.33,0,0,0,0,0,0,0,1373,66,298,0,1073,1,298,0
437,648,1111,48.3,3,32.33,0,0,32.34,0,0,32.33,0,0,0,0,0,0,0,1373,66,298,0,1173,1,298,0
438,629,1214,28,7,31,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
439,1634,1867,3.5,7,31,0,0,31,0,0,31,0,0,0,0,0,0,0,1373,66,298,0,1073,1,298,0
440,1321,1730,22.7,7,31,0,0,31,0,0,31,0,0,0,0,0,0,0,1373,66,298,0,1123,1,298,0
441,955,1445,30.2,7,31,0,0,31,0,0,31,0,0,0,0,0,0,0,1373,66,298,0,1173,1,298,0
442,332,608,19.2,0,0,14.29,14.29,35.71,0,0,0,0,35.71,0,0,0,0,0,1273,0,298,0,0,0,298,0
443,353,741,22,0,0,13.33,13.33,33.33,0,0,0,6.68,33.33,0,0,0,0,0,1273,0,298,0,0,0,298,0
444,401,767,21.2,0,0,12.5,12.5,31.25,0,0,0,12.5,31.25,0,0,0,0,0,1273,0,298,0,0,0,298,0
445,407,762,20.5,0,0,11.76,11.76,29.41,0,0,0,17.66,29.41,0,0,0,0,0,1273,0,298,0,0,0,298,0
446,427,827,20.5,0,0,11.11,11.11,27.78,0,0,0,22.22,27.78,0,0,0,0,0,1273,0,298,0,0,0,298,0
447,439,884,23.4,0,0,10.52,10.52,26.32,0,0,0,26.32,26.32,0,0,0,0,0,1273,0,298,0,0,0,298,0
448,385,769,19.3,0,0,10,10,25,0,0,0,30,25,0,0,0,0,0,1273,0,298,0,0,0,298,0
449,386,621,7.3,0,0,9.52,9.52,23.81,0,0,0,33.34,23.81,0,0,0,0,0,1273,0,298,0,0,0,298,0
450,457,852,76,9.1,30.3,0,30.3,30.3,0,0,0,0,0,0,0,0,0,0,0,85,298,0,1523,0.16667,298,0
451,893,1187,26,9.1,30.3,0,30.3,30.3,0,0,0,0,0,0,0,0,0,0,0,85,298,0,973,50,298,0
452,310,639,52.4,0,20,20,20,20,0,0,0,20,0,0,0,0,0,0,1473,65,298,0,1073,1,298,0
453,320,666,56.4,0,23,20,20,17,0,0,0,20,0,0,0,0,0,0,1473,65,298,0,1073,1,298,0
454,340,725,60.1,0,27,20,20,13,0,0,0,20,0,0,0,0,0,0,1473,65,298,0,1073,1,298,0
455,382,820,69,0,30,20,20,10,0,0,0,20,0,0,0,0,0,0,1473,65,298,0,1073,1,298,0
456,215,458,47,10,17,0,34,34,0,0,0,0,0,5,0,0,0,0,1573,80,298,0,1373,1,298,0
457,382,961,15,0,35,25,35,5,0,0,0,0,0,0,0,0,0,0,1473,67,298,0,1423,0.08333,298,0
458,296,871,55,0,35,25,26,14,0,0,0,0,0,0,0,0,0,0,1473,67,298,0,1423,0.08333,298,0
459,457,852,76,9.4,30.1,0,31.9,28.6,0,0,0,0,0,0,0,0,0,0,1523,85,298,0,1523,0.08333,298,0
460,893,1187,26,9.4,30.1,0,31.9,28.6,0,0,0,0,0,0,0,0,0,0,1523,85,298,0,973,50,298,0
461,212,556,22.7,0,10,10,50,0,0,0,0,30,0,0,0,0,0,0,0,0,298,0,0,0,298,0
462,209,608,48.7,0,9.9,9.9,49.5,0,0,0,0,29.7,0,0,1,0,0,0,0,0,298,0,0,0,298,0
463,269,565,57.8,0,9.8,9.8,49,0,0,0,0,29.4,0,0,2,0,0,0,0,0,298,0,0,0,298,0
464,395,662,37.4,0,9.6,9.6,48,0,0,0,0,28.8,0,0,4,0,0,0,0,0,298,0,0,0,298,0
465,500,721,18.6,0,9.4,9.4,47,0,0,0,0,28.2,0,0,6,0,0,0,0,0,298,0,0,0,298,0
466,398,807,52.5,0,25,0,25,25,0,0,25,0,0,0,0,0,0,0,1473,60,298,0,1253,1,298,0
467,361,626,32.1,0,20,0,20,20,0,0,0,20,20,0,0,0,0,0,0,0,298,0,0,0,298,0
468,325,498,30.1,0,25,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,298,0,0,0,298,0
469,257,522,47.2,0,25,0,0,25,0,0,0,25,25,0,0,0,0,0,0,0,298,0,0,0,298,0
470,400,638,38,0,0,0,25,25,0,0,0,25,25,0,0,0,0,0,0,0,298,0,0,0,298,0
471,323,481,34,0,25,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,298,0,0,0,298,0
472,389,859,74,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,90,298,0,1173,0.5,298,0
473,159,381,40.8,7.5,0,6,40.4,11.3,0,0,0,34.8,0,0,0,0,0,0,0,0,298,0,0,0,298,0
474,355,754,49.5,7.5,0,6,40.4,11.3,0,0,0,34.8,0,0,0,0,0,0,0,0,298,0,0,0,298,0
475,557,1041,26.7,7.5,0,6,40.4,11.3,0,0,0,34.8,0,0,0,0,0,0,0,70,298,0,1273,1,298,0
476,401,700,36,0,9,7,0,23,0,0,0,25,36,0,0,0,0,0,0,0,298,0,0,0,298,0
477,213,471,57.7,0,10,10,40,0,0,0,0,40,0,0,0,0,0,0,0,0,298,0,0,0,298,0
478,159,535,40.8,7.5,0,6,40.4,11.3,0,0,0,34.8,0,0,0,0,0,0,0,0,298,0,0,0,298,0
479,179,361,22.1,7.5,0,6,40.4,11.3,0,0,0,34.8,0,0,0,0,0,0,0,0,298,0,1073,24,298,0
480,355,1174,49.5,7.42,0,5.93,39.96,11.17,0,0,0,34.42,0,0,1.1,0,0,0,0,0,298,0,0,0,298,0
481,642,761,2,7.42,0,5.93,39.96,11.17,0,0,0,34.42,0,0,1.1,0,0,0,0,0,298,0,1073,24,298,0
482,146,322,33,7.42,0,5.93,39.96,11.17,0,0,0,34.42,0,0,1.1,0,0,0,0,0,298,0,1423,24,298,0
483,418,815,50.9,0,24.1,24.1,24.1,24.1,0,0,0,0,0,3.6,0,0,0,0,0,65,298,0,1173,1,298,0
484,214,613,77.4,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,1473,40,298,0,1273,0.1,298,0
485,403,861,87.8,0,30,25,20,20,0,0,0,0,0,5,0,0,0,0,1473,40,298,0,1273,0.1,298,0
486,461,988,91.4,0,40,25,15,15,0,0,0,0,0,5,0,0,0,0,1473,40,298,0,1273,0.1,298,0
487,576,1133,60.6,0,50,25,10,10,0,0,0,0,0,5,0,0,0,0,1473,40,298,0,1273,0.1,298,0
488,330,746,64,6.96,23.26,23.26,23.26,23.26,0,0,0,0,0,0,0,0,0,0,0,60,298,0,1373,1,298,0
489,510,1000,21.5,14,28,28,0,30,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,298,0
490,252,547,82.1,0,21.28,0,21.28,42.55,0,0,10.64,0,0,4.25,0,0,0,0,0,0,298,0,0,0,298,0
491,1330,1330,5.8,0,21.28,0,21.28,42.55,0,0,10.64,0,0,4.25,0,0,0,0,1473,90,298,0,0,0,298,0
492,788,1050,33.3,0,21.28,0,21.28,42.55,0,0,10.64,0,0,4.25,0,0,0,0,1473,90,298,0,973,1,298,0
493,485,880,64.5,0,21.28,0,21.28,42.55,0,0,10.64,0,0,4.25,0,0,0,0,1473,90,298,0,1173,1,298,0
494,379,842,70.7,0,21.28,0,21.28,42.55,0,0,10.64,0,0,4.25,0,0,0,0,1473,90,298,0,1273,1,298,0
495,231,688,96,0,35,20,15,15,0,0,0,15,0,0,0,0,0,0,1473,40,298,0,1273,0.1,298,0
496,305,806,76,0,35,25,10,15,0,0,0,15,0,0,0,0,0,0,1473,40,298,0,1273,0.1,298,0
497,373,862,61,0,33.33,33.34,0,33.33,0,0,0,0,0,0,0,0,0,0,1473,66,298,0,1173,1,298,0
498,412,914,63,0,33,33,0,33,0,0,0,0,0,1,0,0,0,0,1473,66,298,0,1173,1,298,0
499,475,983,69,0,32.33,32.34,0,32.33,0,0,0,0,0,3,0,0,0,0,1473,66,298,0,1173,1,298,0
500,528,1026,47,0,31.67,31.66,0,31.67,0,0,0,0,0,5,0,0,0,0,1473,66,298,0,1173,1,298,0
501,705,842,25,10,0,9,36,9,0,0,0,36,0,0,0,0,0,0,0,0,298,0,0,0,298,0
502,450,600,48,11.1,22.2,22.2,22.2,22.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
503,820,940,30,11.1,22.2,22.2,22.2,22.3,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1473,1,298,0
504,900,1210,22,11.1,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1473,1,923,4
505,900,1221,20,11.1,22.2,22.2,22.2,22.3,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1473,1,923,8
506,650,1050,17,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
507,732,1147,24,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1273,1,298,0
508,1008,1475,19,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1273,1,873,50
509,740,1165,18,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
510,147,447,78,0,37.5,18.6,0,43.8,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
511,792,1004,38,0.7,37,18.4,0,43.2,0.7,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
512,159,410,65,7,23.3,23.2,23.2,23.3,0,0,0,0,0,0,0,0,0,0,298,90,298,0,1423,1,298,0
513,220,550,60,7,23.3,23.2,23.2,23.3,0,0,0,0,0,0,0,0,0,0,298,90,1423,5,298,0,298,0
514,215,520,43,7,23.3,23.2,23.2,23.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,1423,1,923,50
515,285,540,55,7,23.3,23.2,23.2,23.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,1423,1,823,150
516,263,589,60,7,23.3,23.2,23.2,23.3,0,0,0,0,0,0,0,0,0,0,298,0,1423,2,298,0,298,0
517,490,840,45,7,23.3,23.2,23.2,23.3,0,0,0,0,0,0,0,0,0,0,298,0,1423,2,298,0,893,50
518,180,425,68,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
519,210,500,69,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
520,645,1100,39,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,298,30,298,0,1273,2,1073,18
521,1020,1300,17,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,298,70,298,0,298,0,923,4
522,645,1100,39,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,1073,18
523,355,714,42,11.1,22.2,22.2,22.2,22.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
524,834,1220,25,11.1,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,923,8
525,410,660,36,11.1,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,923,0.5
526,600,900,30,11.1,22.2,22.2,22.2,22.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,923,1
527,660,1020,31,11.1,22.2,22.2,22.2,22.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,923,1
528,840,1180,29,11.1,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,923,4
529,92,440,45,5.3,12.5,21.1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
530,284,450,23.8,5.3,21,21.1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,298,13.3,298,0,298,0,298,0
531,616,702,2.3,5.3,21,21.1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,298,80,298,0,298,0,298,0
532,480,510,7,5.3,21,21.1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,298,26.7,298,0,298,0,298,0
533,560,590,7,5.3,21,21.1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,298,40,298,0,298,0,298,0
534,600,640,3.3,5.3,21,21.1,26.3,26.3,0,0,0,0,0,0,0,0,0,0,298,60,298,0,298,0,298,0
535,312,660,39,12.5,14.1,12.1,12.3,49,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
536,387,810,31,14.2,15.3,14.2,14.2,42.1,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
537,470,900,25,15.3,16.3,15.3,15.1,38,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
538,680,1130,21,16.6,18.2,16.6,16.6,32,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
539,795,1150,3,18,20,18,18,26,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
540,224,434,48,7,23.2,23.2,23.3,23.3,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
541,310,525,44,7,23.2,23.2,23.3,23.3,0,0,0,0,0,0,0,0,0,0,973,0,298,0,298,0,298,0
542,240,570,45,7,23.2,23.2,23.3,23.3,0,0,0,0,0,0,0,0,0,0,1173,0,298,0,298,0,298,0
543,700,1000,40,3,28,3,28,32,6,0,0,0,0,0,0,0,0,0,1473,80,1273,1,298,0,298,0
544,1090,1310,22,3,28,3,28,32,6,0,0,0,0,0,0,0,0,0,1473,80,1273,1,973,0,973,1
545,1010,1190,18,3,28,3,28,32,6,0,0,0,0,0,0,0,0,0,1473,90,1273,1,298,0,298,0
546,1310,1650,15,3,28,3,28,32,6,0,0,0,0,0,0,0,0,0,1473,90,1273,1,298,0,973,1
547,320,770,74,0,33.33,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1173,2,298,0
548,523,965,65,0,33.33,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1073,1,298,0
549,390,851,76,0,33.33,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1123,2,298,0
550,539,924,62,0,33.33,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1073,1,298,0
551,342,790,69,3,32.33,32.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1173,2,298,0
552,421,869,79,3,32.33,32.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1373,88,298,0,1123,2,298,0
553,770,1044,48,7.5,30.8,30.8,0,30.8,0,0,0,0,0,0,0,0,0,0,1273,90,298,0,1173,0.5,298,0
554,410,850,75,0,33.33,33.33,0,33.34,0,0,0,0,0,0,0,0,0,0,1273,90,298,0,1173,0.5,298,0
555,226,763,75,2,32.7,32.7,0,32.6,0,0,0,0,0,0,0,0,0,0,1273,90,1373,5,298,0,298,0
556,281,771,73,4,32,32,0,32,0,0,0,0,0,0,0,0,0,0,1273,90,1373,5,298,0,298,0
557,306,795,68,7,31,31,0,31,0,0,0,0,0,0,0,0,0,0,1273,90,1373,5,298,0,298,0
558,945,1230,37,9.1,30.3,30.3,0,30.3,0,0,0,0,0,0,0,0,0,0,1473,78,298,0,298,0,1073,1
559,324,800,58,9.1,30.3,30.3,0,30.3,0,0,0,0,0,0,0,0,0,0,1473,78,298,0,1473,1,298,0
560,750,1300,45,3,31.33,31.33,0,31.34,3,0,0,0,0,0,0,0,0,0,1473,66,1433,3,298,0,298,0
561,450,860,860,3,31.33,31.33,0,31.33,3,0,0,0,0,0,0,0,0,0,62,2,66,1433,3,0,298,0
562,1431,1683,15,1.1,32.6,32.6,0,32.6,1.1,0,0,0,0,0,0,0,0,0,1473,75,298,0,1073,2,298,0
563,159,410,65,6.7,23.3,23.3,23.4,23.3,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,1423,0.5,298,0
564,840,1039,32,6.7,23.3,23.3,23.4,23.3,0,0,0,0,0,0,0,0,0,0,1423,90,298,0,298,0,893,50
565,577,1103,18.7,19,20,0,20,41,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
566,479,1067,14,17,14.3,14.3,14.3,40.1,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
567,473,1001,14.8,17,28.6,14.3,14.3,25.8,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
568,731,1145,10.3,17,14.3,14.3,28.6,25.8,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
569,750,1120,7,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
570,1110,1340,10,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,50,298,0,298,0,973,12
571,1490,1638,16,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,86,298,0,298,0,933,1
572,1270,1400,21,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,86,298,0,298,0,973,1
573,1180,1300,25,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,86,298,0,298,0,1013,1
574,550,100,16,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
575,1700,1800,6,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,90,298,0,298,0,298,0
576,650,1080,17,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
577,1100,1150,11,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,90,298,0,298,0,1073,1
578,646,1088,17,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
579,732,1147,24,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1273,1,298,0
580,1008,1475,19,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,70,298,0,1273,1,873,50
581,520,900,46,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,973,2
582,520,900,39,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,973,4
583,540,980,38,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,973,8
584,540,990,43,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,973,18
585,480,870,34,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1023,0.5
586,480,890,37,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1023,1
587,480,890,37,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1023,2
588,520,980,41,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1023,8
589,530,990,38,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1023,18
590,445,880,45,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1073,0.5
591,500,900,43,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1073,1
592,500,910,37,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1073,2
593,500,925,39,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1073,8
594,500,940,35,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1073,18
595,505,960,25,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1073,48
596,500,780,45,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1123,2
597,500,782,42,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1123,8
598,500,790,40,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1123,18
599,500,690,52,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1173,2
600,500,710,48,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1173,8
601,500,710,48,1.1,24.6,24.6,24.6,24.6,0.5,0,0,0,0,0,0,0,0,0,1473,30,298,0,1273,2,1173,18
602,980,1300,43,6,30,15,13,30,6,0,0,0,0,0,0,0,0,0,1423,65,1423,2,298,0,1073,4
603,860,1050,48,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,298,0,1073,1
604,690,930,51,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,298,1,298,0
605,550,800,64,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,1273,1,298,0
606,260,620,87,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,1373,90,298,0,1373,1,298,0
607,175,335,58,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
608,305,525,44,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,973,72
609,280,570,44,7,23.33,23.33,23.33,23.01,0,0,0,0,0,0,0,0,0,0,298,0,298,0,1173,72,298,0
610,395,400,1,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
611,780,17,17,17,0,17,33,33,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
612,190,453,70,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,1473,0,298,0,298,0,298,0
613,210,503,70,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,1473,0,298,0,298,0,298,0
614,645,1094,39,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,1473,30,298,0,298,0,1073,18
615,1005,1273,17,4,23.5,23.5,23.5,23.5,2,0,0,0,0,0,0,0,0,0,1473,70,298,0,298,0,973,4
616,487,702,18,10,25,8,15,36,6,0,0,0,0,0,0,0,0,0,1493,0,298,0,1173,5,298,0
617,486,624,11,10,25,8,15,36,6,0,0,0,0,0,0,0,0,0,1493,0,298,0,1173,50,298,0
618,545,1030,16.5,16.67,16.67,16.67,16.66,33.33,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
619,545,1050,16,16.4,16.4,16.4,16.4,34.4,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
620,545,1110,20,16.13,16.13,16.13,16.13,35.48,0,0,0,0,0,0,0,0,0,0,298,0,298,0,298,0,298,0
621,159,410,65,7,23.23,23.23,23.23,23.31,0,0,0,0,0,0,0,0,0,0,298,90,298,0,1423,1,298,0
622,215,520,43,7,23.23,23.23,23.23,23.31,0,0,0,0,0,0,0,0,0,0,298,90,298,0,1423,1,973,50
623,285,540,55,7,23.23,23.23,23.23,23.31,0,0,0,0,0,0,0,0,0,0,298,90,298,0,1423,1,823,150
624,263,589,60,7,23.23,23.23,23.23,23.31,0,0,0,0,0,0,0,0,0,0,298,90,298,0,1423,0.033,298,0
625,490,840,45,7,23.23,23.23,23.23,23.31,0,0,0,0,0,0,0,0,0,0,298,90,298,0,1423,0.033,923,50
