,Property,,,Chemical compositions,,,,,,,,,,,,,,,Processing actions,,,,,,,
Number,YS(Mpa),UTS(Mpa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ti(at%),Ta(at%),V(at%),Mn(at%),Cu(at%),Mo(at%),C(at%),V(at%),W(at%),Nb(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours
784,421,917,46,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.1,1339,0.1,298,0,298,0
785,490,945,45,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.2,1339,0.1,298,0,298,0
786,531,965,44,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.3,1339,0.1,298,0,298,0
787,572,979,42,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.4,1339,0.1,298,0,298,0
788,565,972,42,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.5,1339,0.1,298,0,298,0
789,400,883,50,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.1,1394,0.1,298,0,298,0
790,462,931,46,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.2,1394,0.1,298,0,298,0
791,400,876,52,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.3,1394,0.1,298,0,298,0
792,496,945,44,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.4,1394,0.1,298,0,298,0
793,421,896,50,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.5,1394,0.1,298,0,298,0
794,359,841,55,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.1,1450,0.1,298,0,298,0
795,372,855,55,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.2,1450,0.1,298,0,298,0
796,365,841,56,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.3,1450,0.1,298,0,298,0
797,359,841,55,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.4,1450,0.1,298,0,298,0
798,352,820,58,0.88,1.01,23.99,5.32,62.74,0.5,0.0000001,0.0000001,0,0,5.57,0,0.0000001,0.0000001,0.0000001,1323,0.5,1450,0.1,298,0,298,0
799,414,779,39,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0,298,0,298,0,298,0
800,710,869,26,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.1,298,0,298,0,298,0
801,889,993,11,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.2,298,0,298,0,298,0
802,986,1082,6,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.3,298,0,298,0,298,0
803,1096,1234,6,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.4,298,0,298,0,298,0
804,1145,1282,5,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.5,298,0,298,0,298,0
805,359,752,38,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.1,1339,0.1,298,0,298,0
806,379,765,38,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.2,1339,0.1,298,0,298,0
807,414,793,38,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.3,1339,0.1,298,0,298,0
808,448,807,37,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.4,1339,0.1,298,0,298,0
809,462,814,34,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.5,1339,0.1,298,0,298,0
810,338,745,47,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.1,1394,0.1,298,0,298,0
811,365,807,41,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.2,1394,0.1,298,0,298,0
812,379,772,40,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.3,1394,0.1,298,0,298,0
813,400,786,37,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.4,1394,0.1,298,0,298,0
814,407,786,37,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.5,1394,0.1,298,0,298,0
815,338,752,43,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.1,1450,0.1,298,0,298,0
816,345,752,42,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.2,1450,0.1,298,0,298,0
817,352,758,43,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.3,1450,0.1,298,0,298,0
818,345,765,38,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.4,1450,0.1,298,0,298,0
819,345,758,39,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.5,1450,0.1,298,0,298,0
820,317,731,46,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.1,1505,0.1,298,0,298,0
821,303,717,47,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.2,1505,0.1,298,0,298,0
822,303,710,48,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.3,1505,0.1,298,0,298,0
823,303,717,45,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.4,1505,0.1,298,0,298,0
824,303,717,43,0.21,2.87,27.1,33.31,35.53,0.24,0.0000001,0.0000001,0,0,0.59,0,0.0000001,0.15,0.0000001,1323,0.5,1505,0.1,298,0,298,0
825,393,786,46,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0,298,0,298,0,298,0
826,662,889,29,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.1,298,0,298,0,298,0
827,841,1014,15,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.2,298,0,298,0,298,0
828,979,1165,10,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.3,298,0,298,0,298,0
829,1096,1282,8,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.4,298,0,298,0,298,0
830,1179,1379,7,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.5,298,0,298,0,298,0
831,524,862,32,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.1,1283,0.1,298,0,298,0
832,627,910,27,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.2,1283,0.1,298,0,298,0
833,600,931,28,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.3,1283,0.1,298,0,298,0
834,531,917,32,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.4,1283,0.1,298,0,298,0
835,558,931,33,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.5,1283,0.1,298,0,298,0
836,510,841,34,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.1,1339,0.1,298,0,298,0
837,455,855,35,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.2,1339,0.1,298,0,298,0
838,434,869,36,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.3,1339,0.1,298,0,298,0
839,483,889,35,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.4,1339,0.1,298,0,298,0
840,510,889,34,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.5,1339,0.1,298,0,298,0
841,365,820,42,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.1,1394,0.1,298,0,298,0
842,386,834,40,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.2,1394,0.1,298,0,298,0
843,421,848,39,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.3,1394,0.1,298,0,298,0
844,448,862,37,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.4,1394,0.1,298,0,298,0
845,462,862,38,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.5,1394,0.1,298,0,298,0
846,310,752,49,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.1,1450,0.1,298,0,298,0
847,324,765,47,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.2,1450,0.1,298,0,298,0
848,338,779,46,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.3,1450,0.1,298,0,298,0
849,317,758,48,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.4,1450,0.1,298,0,298,0
850,317,758,48,1.1,1.51,25.03,19.07,47.37,0.19,0.0000001,0.0000001,0,0,5.55,0,0.0000001,0.19,0.0000001,1323,0.5,1450,0.1,298,0,298,0
851,351,847,69,1.16,0.1,20.31,18.93,53.37,1.26,0.0000001,0.0000001,0,0,1.75,0,0.0000001,0.0000001,3.12,1253,0,298,0,298,0,298,0
852,1249,1490,24,1.16,0.1,20.31,18.93,53.37,1.26,0.0000001,0.0000001,0,0,1.75,0,0.0000001,0.0000001,3.12,993,0,298,0,298,0,893,8
853,660,1079,41,1.16,0.1,20.31,18.93,53.37,1.26,0.0000001,0.0000001,0,0,1.75,0,0.0000001,0.0000001,3.12,1123,0,298,0,298,0,298,0
854,395,875,49,1.16,0.1,20.31,18.93,53.37,1.26,0.0000001,0.0000001,0,0,1.75,0,0.0000001,0.0000001,3.12,1123,0,298,0,298,0,298,0
855,1207,1471,18.9,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1253,0,298,0,993,8,893,8
856,1369,1529,18.6,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,993,8,893,8
857,1337,1500,19.8,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1403,0,298,0,993,8,893,8
858,1374,1545,14.1,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,298,0,298,0,993,8,893,8
859,1361,1509,20.4,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,993,8,893,8
860,1260,1458,21.4,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,993,8,893,8
861,1248,1457,22,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,993,8,893,8
862,1354,1506,15.8,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1253,0,298,0,993,8,893,8
863,1037,1329,27.8,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,298,0,298,0
864,541,976,39.1,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,298,0,298,0
865,1268,1476,17.7,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,993,8,893,8
866,1306,1475,22.2,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,993,8,893,8
867,1356,1500,20.8,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,973,12,893,6
868,1172,1414,23.8,1.41,0.16,20.48,19.01,52.94,1.08,0.0000001,0.0000001,0,0,1.82,0,0.0000001,0.0000001,3.1,1353,0,298,0,298,0,973,4
869,931,1370,9.1,6.32,15.92,16.14,0.0000001,53.74,4.51,0.55,0.0000001,0,0,2.82,0,0.0000001,0.0000001,0.0000001,1453,0,298,0,1323,1,1198,1
870,1095,1453,9.3,6.32,15.92,16.14,0.0000001,53.74,4.51,0.55,0.0000001,0,0,2.82,0,0.0000001,0.0000001,0.0000001,1453,0,298,0,298,0,1198,1
871,1224,1482,8.4,6.32,15.92,16.14,0.0000001,53.74,4.51,0.55,0.0000001,0,0,2.82,0,0.0000001,0.0000001,0.0000001,1453,0,298,0,298,0,1073,1
872,358,726,72,0.0000001,0.37,19.32,6.49,62.27,0.0000001,0.0000001,0.0000001,0,0,10.14,0,0.0000001,1.41,0.0000001,1453,0,298,0,298,0,298,0
873,297,800,52,0.18,0.0000001,8.37,4.56,76.15,0.0000001,0.0000001,0.0000001,0,0,10.74,0,0.0000001,0.0000001,0.0000001,1473,0,298,0,298,0,298,0
874,359,841,50,0.18,0.0000001,8.26,4.5,75.12,0.0000001,0.0000001,0.0000001,0,0,10.59,0,0.0000001,0.0000001,1.34,1473,0,298,0,298,0,298,0
875,357,734,49,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,298,0
876,438,830,45.7,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,873,2
877,521,912,33.6,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,973,2
878,562,922.5,32.9,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,1073,2
879,304,696.6,46.5,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,1173,2
880,304,696.6,48.6,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,1273,2
881,238,652.6,50.3,7.66,1.85,20.92,26.78,41.93,0.34,0.0000001,0.0000001,0,0,0.28,0,0.0000001,0.15,0.09,1394,0,298,0,298,0,1373,2
882,600,700,3,3.21,9.82,21.43,0.35,57.32,2.86,0.0000001,0.0000001,0,0,5,0,0.0000001,0.0000001,0.0000001,298,0,298,0,298,0,298,0
883,710,1150,30,3.21,9.82,21.43,0.35,57.32,2.86,0.0000001,0.0000001,0,0,5,0,0.0000001,0.0000001,0.0000001,1483,0,298,0,1283,2,1061,8
884,549.6,797.1,16.8,3.34,9.13,20.71,9.18,51.26,0.97,0.0000001,0.0000001,0,0,1.73,0,0.0000001,0.34,3.34,1213,0,298,0,298,0,1143,25
885,527.7,839,18.8,3.34,9.13,20.71,9.18,51.26,0.97,0.0000001,0.0000001,0,0,1.73,0,0.0000001,0.34,3.34,1213,0,298,0,298,0,1143,50
886,547.4,860.6,18,3.34,9.13,20.71,9.18,51.26,0.97,0.0000001,0.0000001,0,0,1.73,0,0.0000001,0.34,3.34,1213,0,298,0,298,0,1143,100
887,375,1225,60.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,298,0
888,1013,1110,5.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,298,0
889,842,1050,8.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,923,1
890,815,1263,21,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,923,100
891,803,1310,26.4,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,923,200
892,844,1331,22.3,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,923,500
893,410,1218,53,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,1123,1
894,426,1171,48.3,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,1123,10
895,431,1168,45.1,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,1123,30
896,447,1187,40.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,1123,100
897,515,1169,31.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,1123,200
898,541,1081,21.4,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,873,60000,1123,500
899,434,1265,60.7,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,923,1
900,473,1272,52.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,923,10
901,696,1376,36.5,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,923,100
902,750,1337,28.5,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,923,200
903,766,1374,29.4,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,923,500
904,388,1192,53.6,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,1123,10
905,440,943,22.8,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,1123,200
906,454,925,20.6,0.88,1.01,28.65,2.67,58.93,0.5,0.6,0.0000001,0,0,5.59,0,0.0000001,0.0000001,1.17,1423,0,298,0,298,0,1123,500
907,450,870,48,1.11,0.0000001,24.85,0.0000001,66.64,0.0000001,0.0000001,0.0000001,0,0,0.84,0,0.0000001,6.55,0.0000001,1533,0,298,0,298,0,298,0
908,890,1240,16,0.53,0.0000001,14.56,37.38,40.8,3.41,0.0000001,0.0000001,0,0,3.32,0,0.0000001,0.0000001,0.0000001,1366,0,298,0,1061,2,991,24
909,1050,1250,24,1.31,0.0000001,21.19,19.09,53.66,1.18,1.65,0.0000001,0,0,1.92,0,0.0000001,0.0000001,0.0000001,1339,0,298,0,991,8,894,10
910,950,1330,22,2.89,13.33,20.59,0.84,56.31,3.58,0.0000001,0.0000001,0,0,2.46,0,0.0000001,0.0000001,0.0000001,1283,0,298,0,1116,4,1033,16
911,997,1493,22,8.48,0.09,16.13,0.11,68.22,4.06,0.0000001,0.0000001,0,0,2.9,0,0.0000001,0.0000001,0.0000001,1402,0,298,0,298,0,1144,8
912,1046,1520,23,8.52,4.05,16.12,0.15,64.15,4.17,0.0000001,0.0000001,0,0,2.84,0,0.0000001,0.0000001,0.0000001,1402,0,298,0,298,0,1144,8
913,1113,1550,24,8.35,8.12,16.16,0.11,60.24,4.07,0.0000001,0.0000001,0,0,2.96,0,0.0000001,0.0000001,0.0000001,1402,0,298,0,298,0,1255,4
914,1169,1580,26,8.45,12.08,15.72,0.12,56.55,4.18,0.0000001,0.0000001,0,0,2.9,0,0.0000001,0.0000001,0.0000001,1391,0,298,0,298,0,922,24
915,1146,1550,28,8.41,16.04,15.94,0.11,52.42,4.18,0.0000001,0.0000001,0,0,2.9,0,0.0000001,0.0000001,0.0000001,1377,0,298,0,298,0,1033,8
916,460,869,32.6,0.7,0.0000001,26.64,1.38,65.64,0.0000001,0.0000001,0.0000001,0,0,0.85,0,0.0000001,4.8,0.0000001,1423,0,298,0,298,0,298,0
917,401.5,807.5,14.5,0.7,0.0000001,26.64,1.38,65.64,0.0000001,0.0000001,0.0000001,0,0,0.85,0,0.0000001,4.8,0.0000001,1423,0,298,0,298,0,1093,4900
918,361,763.1,17.6,0.7,0.0000001,26.64,1.38,65.64,0.0000001,0.0000001,0.0000001,0,0,0.85,0,0.0000001,4.8,0.0000001,1423,0,298,0,298,0,1093,10000
919,400.4,734.6,12.4,0.7,0.0000001,26.64,1.38,65.64,0.0000001,0.0000001,0.0000001,0,0,0.85,0,0.0000001,4.8,0.0000001,1423,0,298,0,298,0,1093,22500
920,374.7,673.2,29.2,2.27,13.13,24.51,1.74,52.23,0.29,0.0000001,0.0000001,0,0,5.63,0,0.0000001,0.0000001,0.0000001,1423,0,298,0,298,0,298,0
921,339,626.9,14.3,2.27,13.13,24.51,1.74,52.23,0.29,0.0000001,0.0000001,0,0,5.63,0,0.0000001,0.0000001,0.0000001,1423,0,298,0,298,0,1093,4900
922,369.8,623.3,9.8,2.27,13.13,24.51,1.74,52.23,0.29,0.0000001,0.0000001,0,0,5.63,0,0.0000001,0.0000001,0.0000001,1423,0,298,0,298,0,1093,10000
923,285.7,543.9,22.7,2.27,13.13,24.51,1.74,52.23,0.29,0.0000001,0.0000001,0,0,5.63,0,0.0000001,0.0000001,0.0000001,1423,0,298,0,298,0,1093,22500
924,655,1024,18,3.02,10.38,20.73,1.67,54.11,3.77,0.0000001,0.0000001,0,0,6.32,0,0.0000001,0.0000001,0.0000001,1498,0,298,0,1339,0.5,1033,16
925,641,931,11,3.24,10.38,20.38,1.67,54.07,3.89,0.0000001,0.0000001,0,0,6.37,0,0.0000001,0.0000001,0.0000001,1498,0,298,0,1339,0.5,1033,16
926,720,1170,31,1.83,19.03,27.2,0.72,47.65,2,0.0000001,0.0000001,0,0,0.34,0,0.0000001,0.0000001,1.23,1423,0,298,0,298,0,1073,16
927,550,950,44,1.3,19.89,22.54,0.63,50.67,0.0000001,0.0000001,0.0000001,0,0,3.57,0,0.0000001,0.0000001,1.39,1423,0,298,0,298,0,1073,16
928,670,1132,31.2,3.71,0.0000001,20.96,0.0000001,73.23,2.1,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1343,0,298,0,298,0,973,16
929,722,1154,28.3,3.72,0.0000001,21.37,0.0000001,72.58,2.33,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1343,0,298,0,298,0,973,16
930,760,1166,25.6,3.77,0.0000001,20.62,0.0000001,72.99,2.62,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1343,0,298,0,298,0,973,16
931,822,1202,25.2,3.74,0.0000001,21.03,0.0000001,72.43,2.8,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1343,0,298,0,298,0,973,16
932,864,1240,18,3.76,0.0000001,21.12,0.0000001,71.98,3.14,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1343,0,298,0,298,0,973,16
933,658,977,19,2.5,1.91,20.54,2.01,70.69,2.35,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,973,16
